Sample number,Top Depth,Bot Depth,Mid Depth,Top Time (11-8-17 Timescale),Bot Time (11-8-17 timescale),Avg Time (11-8-17 timescale),IC MSA (ppb),IC Cl- (ppb),IC NO3-2 (ppb),IC SO4-2 (ppb),nssSO4-2 (ppb),IC Na+ (ppb),IC NH4+ (ppb),IC K+ (ppb),IC Mg2+ (ppb),IC Ca2+ (ppb),Sr88(LR) (ppt),Pb208(LR) (ppt),As75(LR) (ppt),As75(HR) (ppt),Cs133(LR) (ppt),Ba137(LR) (ppt),La139(LR) (ppt),Ce140(LR) (ppt),Pr141(LR) (ppt),Li7(LR) (ppt),S32(MR) (ppb),Ca44(MR) (ppb),V51(MR) (ppt),Cr52(MR) (ppt),Mn55(MR) (ppt),Fe56(MR) (ppb),Co59(MR) (ppt),Na23(MR) (ppb),Si28(MR) (ppt),K39(HR) (ppb),Combo clean Cu interp to DIC2 time (ppt),Combo clean Cd interp to DIC2 time (ppt),Combo clean Bi interp to DIC2 time (ppt),Combo clean Zn interp to DIC2 time (ppt)
61,8.32,8.42,8.37,2011.75,2011.72,2011.73,3.52,12.88,0.04,48.91,48.9,8.11,0.03,1.42,0.2,7.73,10.63,26.79,3.25,3.31,0.3,22.09,0.5,1.11,0.12,5.37,9.01,2.49,2.47,19.58,65.07,1.02,1.83,6.11,8.07,2.47,             NaN,1.16,0.31,220.6
62,8.42,8.53,8.48,2011.72,2011.69,2011.7,5.98,14.08,65.57,111.93,95.5375,3.92,0,0.28,0.14,4,13.65,25.01,3.53,3.51,0.32,15.93,1.02,1.35,0.19,3.43,15.89,2.06,2.29,3.6,23.3,0.68,1.18,1.54,9.28,0.8,             NaN,0.95,0.33,176.45
63,8.53,8.63,8.58,2011.69,2011.66,2011.67,14.57,16.32,0.14,61.07,61.035,10.83,0,1.28,0.2,6.76,8.51,28.66,1.49,1.55,0.32,13.97,0.35,0.45,0.09,3.65,8.87,1.39,1.11,3.52,22.59,0.53,1.47,2.19,7.88,1.44,             NaN,1.82,0.27,311.12
64,8.63,8.74,8.69,2011.66,2011.63,2011.65,13.49,11.05,28.15,83.99,76.9525,4.43,0.03,1.28,0.26,5.4,12.58,15.61,4.38,4.68,0.6,64.05,0.63,1.6,0.24,6.2,12.15,1.77,4.89,6.02,95.2,1.57,2.56,1.66,10.98,1.85,             NaN,1.15,0.63,492.17
65,8.74,8.82,8.78,2011.63,2011.61,2011.62,14.6,51.55,7.85,118.04,116.0775,33.46,0,3.75,0.44,15.25,15.39,9.34,2.36,1.81,0.26,15.81,0.21,0.36,0.07,3.99,15.22,3.15,2.18,5.5,49.01,0.66,1.49,4.08,7.08,1.68,             NaN,1.29,0.32,529.63
66,8.82,8.9,8.86,2011.61,2011.59,2011.6,6.48,16.49,0.06,50.52,50.505,9.69,0.02,2.59,0.34,11.73,16.01,12.14,1.86,1.68,0.2,11.5,0.19,0.4,0.07,3.57,7.2,3.15,1.44,5.54,29.34,0.76,1.58,3.62,6.29,1.27,51.93,1.37,0.27,485.98
67,8.9,8.98,8.94,2011.59,2011.56,2011.57,0.8,23.06,90.21,57.45,34.8975,9.89,0.04,2.45,0.27,9.43,33.76,24.43,7.08,8.46,1.35,79.24,1.3,2.69,0.35,10.97,10.11,5.25,8.54,12.7,267.1,3.55,10,5.53,9.72,2.36,74.69,1.89,0.37,584.82
68,8.98,9.08,9.03,2011.56,2011.54,2011.55,0.97,19.06,35.31,73.98,65.1525,9.72,0,3.6,0.08,8.31,28.29,14.75,5.73,6.64,0.31,25.84,1.17,1.29,0.17,6.82,17.51,5.26,3.42,10.72,63.59,1.1,1.68,7.13,9.85,3.33,86.59,1.95,0.29,385.37
69,9.08,9.17,9.13,2011.54,2011.51,2011.52,5.15,8.1,0.16,46.91,46.87,3.03,0,0.9,0.01,4.11,8.94,5.06,4.38,4.81,0.61,20.87,0.3,0.71,0.1,4.47,7.25,2.1,3.35,4.29,24.02,1.27,3.14,0.81,8.53,0.76,83.36,1.92,0.22,197.8
70,9.17,9.26,9.22,2011.51,2011.49,2011.5,3.74,9,29.96,22.91,15.42,3.73,0.02,1.06,0.11,3.37,7.64,6.13,1.52,1.55,0.24,12.29,0.17,0.33,0.06,2.26,3.94,1.29,1.08,4.2,12.62,0.44,1.24,1.23,6.65,0.67,86.76,2.03,0.3,291.81
71,9.26,9.37,9.31,2011.49,2011.46,2011.47,3.54,13.9,32.57,41.84,33.6975,6.93,6.46,0.91,0.13,5.05,12.05,9.09,4.83,3.51,0.3,13.04,0.32,0.41,0.08,2.78,6.86,8.61,1.48,3.12,14.06,0.54,1.31,2.34,7.07,0.87,46.24,2.93,0.26,511.73
72,9.37,9.38,9.37,2011.46,2011.45,2011.45,3.21,29.89,52.57,81.07,67.9275,17.32,2.97,5.15,0.5,11.09,16.51,12.05,2.92,2.99,1.05,20.02,0.36,0.83,0.13,4.76,11.98,2.69,2.82,4.65,42.47,1.12,1.71,7.11,9.51,2.9,63.46,2.39,0.22,573.58
73,9.38,9.54,9.46,2011.45,2011.41,2011.43,1.15,8.21,78.51,64.31,44.6825,2.04,9.26,3.33,0.21,2.76,10.13,9.48,2.39,2.4,0.46,30.93,0.84,0.78,0.12,3.68,12.54,1.78,2.82,4.85,45.46,1.2,1.56,2.01,6.14,2.34,72.86,1.82,0.2,399.2
74,9.54,9.66,9.6,2011.41,2011.38,2011.39,1.26,8.05,111.39,55.43,27.5825,0.52,8.43,0.53,0.1,1.31,6.88,6.92,1.86,1.81,0.27,23.14,0.25,0.5,0.08,2.49,7.61,0.63,1.23,3.05,18.72,0.57,1.08,0.53,3.81,0.62,77.95,1.43,0.19,201.63
75,9.66,9.8,9.73,2011.38,2011.34,2011.36,1.06,11.88,131.81,128.64,95.6875,1.12,1.06,1.01,0.55,5.55,48.47,38.65,8.46,9.9,1.37,94.41,6.07,13.67,1.54,10.05,23,5.67,23.67,14.33,204.68,7.63,6.02,3.17,18.97,3.64,63.98,2.54,0.58,306.68
76,9.8,9.91,9.86,2011.34,2011.31,2011.32,0.89,15.54,114.53,104.51,75.8775,4.28,18.82,2.09,1.59,11.07,51.05,32.98,15.77,18.04,1.61,91.72,2.64,6.35,0.73,11.05,17.18,8.68,14.49,13.96,292.35,6.24,10.7,3.5,16.29,3.47,30.31,2.23,0.84,445.31
77,9.91,10.03,9.97,2011.31,2011.27,2011.29,1.56,9.46,102.43,209.23,183.6225,6.4,47.16,5.57,1.81,16.55,140.69,48.85,23.08,26.19,3.8,267.09,6.11,14.26,1.63,22.88,38.29,14.74,48.16,31.78,791.13,22.05,12.57,6.47,42.43,7.74,57.47,2.81,1.03,605.23
78,10.03,10.14,10.09,2011.27,2011.24,2011.26,1.47,9.4,92.53,90.76,67.6275,2.34,18.36,1.28,1.12,10.82,95.22,59.04,23.58,23.45,14.78,267.65,7.03,16.93,2.07,50.21,16.5,8.87,46.1,27.19,594.84,27.24,10.65,4.1,39.02,7.44,67.47,3.01,1.49,554.32
79,10.14,10.26,10.2,2011.24,2011.21,2011.23,1.33,9.57,18.61,58.35,53.6975,5.24,0.04,0.83,0.99,13.11,62.91,40.71,10.15,8.59,3.6,357.05,2.92,7.03,0.8,19.88,10.17,7.3,17.63,12.79,219.42,8.39,4.85,2.81,23.94,5.64,56.05,2.48,0.78,319.61
80,10.26,10.34,10.3,2011.21,2011.19,2011.2,2.2,8.46,25.34,61.94,55.605,4.91,4.36,1.61,1.31,13.87,95.12,34.24,8.82,8.46,2.88,171.75,5.35,12.37,1.36,15.55,15.86,9.74,17.65,14.73,294.68,7.87,5.45,8.77,26.85,4.41,49.69,3.25,0.69,275.03
81,10.34,10.45,10.4,2011.19,2011.16,2011.17,2.48,7.35,32.08,65.53,57.51,4.58,8.68,2.39,1.63,14.64,55.46,27.76,7.49,8.33,2.18,65.08,2.43,5.34,0.63,10.88,11.26,6.93,11.2,10.65,179.64,4.57,4.32,3.4,13.96,3.03,36.11,3.58,0.59,253.15
82,10.45,10.56,10.5,2011.16,2011.13,2011.14,0.88,9.59,28.68,72.36,65.19,4.29,0.02,0.3,2.04,21.45,43.09,54.73,13.66,11.2,5.68,241.26,6.47,17.61,1.75,32.23,14.46,16.48,34.83,22.68,361.41,19.14,7.94,9.18,45.01,6.35,57.28,2.53,1.08,229.49
83,10.56,10.65,10.6,2011.13,2011.1,2011.12,1.18,8.89,22.67,68.31,62.6425,3.8,0.06,0.6,1.16,12.73,30.71,51.12,3.44,4.68,1.58,92.03,1.82,3.97,0.45,8.38,9.36,2.96,6.54,6.18,68.28,2.71,2.09,4.43,12.04,1.96,43.42,2.11,0.28,88.52
84,10.65,10.78,10.72,2011.1,2011.07,2011.08,4.01,8.18,16.67,64.25,60.0825,3.3,0.1,0.9,0.28,4.01,39.43,40.23,14.27,14.98,8.25,173.33,3.69,7.9,1.13,25.62,11.75,4.31,20.94,12.87,277.04,11.62,5.11,3.2,23.73,4.09,47.58,1.95,0.56,134.83
85,10.78,10.89,10.84,2011.07,2011.03,2011.05,3.07,6.46,35.58,45.9,37.005,2.46,1.43,0.36,0.19,2.33,14.6,13.1,3.07,3.64,0.5,22.24,0.56,1.09,0.15,3.35,7.35,2.43,3.88,4.65,42.76,1.29,1.67,1.04,5.32,0.71,47.11,1.37,0.27,63.09
86,10.89,11.01,10.95,2011.03,2011,2011.02,2.24,3.96,18.09,39.03,34.5075,1.26,0.05,0.12,0.14,2.24,15.09,17.06,6.88,7.94,8.14,78.16,1.3,2.74,0.37,17.27,6.91,1.57,12.4,6.95,121.32,4.91,4.14,1.91,12.6,2.23,38.84,1.65,0.43,82.91
87,11.01,11.13,11.07,2011,2010.95,2010.98,1.51,6.24,51.8,80.28,67.33,0.29,10.47,0.33,0.12,2.06,139.12,32.67,11.81,9.63,5.72,107.38,3.45,8.25,1,60.76,14.75,7.77,18.9,12.85,499.66,25.07,19.02,6.71,42.95,3.77,31.75,1.67,0.66,133.67
88,11.13,11.23,11.18,2010.95,2010.91,2010.93,3.8,5.25,50.1,48.39,35.865,0.4,0.03,0.05,0.05,1.4,9.81,11.47,5.93,5.72,0.79,74.48,0.58,1.1,0.17,6.58,6.96,1.32,4.62,4.17,78.71,2.27,2.34,0.31,5.07,0.96,26.69,1.31,0.22,58.08
89,11.23,11.36,11.3,2010.91,2010.85,2010.88,1.43,36.69,200.07,83.43,33.4125,0.81,15.6,0.62,0.28,3.82,17.27,16.33,3.85,4.81,0.45,36.16,1.24,2.77,0.34,3.92,12.4,3.44,3.56,4.84,96.57,1.45,3.03,1.5,5.02,0.96,59.33,3.56,0.44,519.72
90,11.36,11.48,11.42,2010.85,2010.8,2010.83,3.62,11.9,70.86,129.94,112.225,1.07,0.4,0.1,0.04,0.85,13.87,21.18,7.86,7.62,0.91,42.96,0.65,1.86,0.28,5.7,13.46,3.62,4.74,9.41,98.77,2.29,7.33,1.82,NaN,1.03,81.43,2.65,0.18,293.23
91,11.48,11.59,11.54,2010.8,2010.75,2010.78,0.89,16.05,177.03,71.06,26.8025,2.66,19.04,1.44,0.12,1.79,22.37,32.65,6.31,5.77,1.08,75.61,1.63,4.3,0.51,3.82,11.25,6.96,3.01,9.52,88.68,1.47,2.45,1.07,NaN,2.72,83.35,3.97,0.55,421.04
92,11.59,11.73,11.66,2010.75,2010.69,2010.72,1.35,22.74,111.89,224.49,196.5175,0.97,30.7,2.62,0.04,1.35,35.1,55.75,7.37,7.58,0.75,66.22,1.6,3.75,0.44,2.47,33.4,6.21,16.6,3.03,76.73,1.75,1.59,3.57,NaN,1.66,63.91,3.44,0.38,573.19
93,11.73,11.83,11.78,2010.69,2010.65,2010.67,1.99,29.63,153.22,199.51,161.205,1.35,33.31,3.12,0.11,1.28,16.41,54.2,9.89,9.73,0.79,19.95,3,8.36,1.05,2.95,49.52,4.26,4.94,6.4,58.94,2.02,1.6,10.25,NaN,4.44,84.21,3.99,0.76,742.67
94,11.83,11.96,11.89,2010.65,2010.6,2010.62,2.01,25.46,169.72,150.23,107.8,2.38,11.18,2.15,0.13,2.67,8.55,55.09,12.65,13.27,1.03,26.05,3.46,9.21,1.14,2.58,83.35,1.66,4.13,2.26,43.08,2.31,1.5,3.88,NaN,4.84,72.54,4,0.74,345.29
95,11.96,12.06,12.01,2010.6,2010.55,2010.57,6.8,5.63,57.33,65.25,50.9175,0.83,10.65,2.15,0.1,1.72,39.85,72.64,16.95,18.69,15.79,87.1,4.63,11.77,1.44,27.84,75.45,7.4,26.8,11.91,344.1,13.62,6.57,1.92,NaN,13.87,49.34,5.47,1.14,602.74
96,12.06,12.15,12.11,2010.55,2010.51,2010.53,3.91,13.48,123.08,137.01,106.24,0.65,17.28,1.06,0.38,3.39,29.98,30.3,10.79,9.77,0.93,47.73,0.87,2.13,0.26,4.92,20.79,3.79,11.55,8.73,102.19,3.38,2.89,1.44,11.8,1.71,68.11,2.59,0.72,195.46
97,12.15,12.26,12.2,2010.51,2010.47,2010.49,1.12,5.93,42.51,64.99,54.3625,3.52,20.08,2.02,0.47,7.77,46.79,16.78,7.24,6.9,0.83,71.11,2.27,5.26,0.61,6.6,12.32,5.8,11.86,13.39,153.63,4.58,3.17,2.12,14.03,2.88,43.55,2.32,0.34,156.28
98,12.26,12.38,12.32,2010.47,2010.42,2010.44,1.78,16.76,48.21,56.45,44.3975,6.14,4.55,3.85,1.81,19.85,56.65,19.87,6.17,5.79,1.17,75.61,2.85,6.6,0.76,7.97,9.45,7.81,11.48,10.76,164.98,4.2,3.68,6.35,12.1,4.56,33.38,2.12,0.39,165.61
99,12.38,12.48,12.43,2010.42,2010.37,2010.39,1.7,7.61,38.12,72.51,62.98,1.58,0.06,0.26,1.37,10.73,63.93,22.95,5.1,4.68,1.07,58.5,2.56,5.92,0.67,7.51,12.5,6.23,10.29,8.65,129.65,3.87,3.26,2.23,13.08,1.74,27.26,1.91,0.45,174.93
100,12.48,12.63,12.55,2010.37,2010.31,2010.34,2.32,15.05,43.7,68.57,57.645,3.53,5.71,1.34,3.15,30.37,158.21,26.73,11.69,12.11,3.79,180.43,7.41,19.57,2.23,20.51,14.45,18.09,30.3,33.9,427.8,15.26,7.07,4.3,32.42,5.32,32.91,2.69,0.85,423.65
101,12.63,12.73,12.68,2010.31,2010.26,2010.28,1.26,26.14,68.7,114.32,97.145,6.92,3.86,1.89,6.33,59.62,302.56,22.13,10.25,18.89,8.73,424.45,21.42,52.96,6.05,43.73,24.14,32.69,70.46,55.79,1003.14,31.75,16.55,9.66,87.07,12.19,30.81,3.67,0.85,450.09
102,12.73,12.86,12.8,2010.26,2010.21,2010.23,0.99,24.19,34.44,82.66,74.05,8.28,1.96,1.18,4.34,37.27,189.79,29.4,8.82,8.33,3.07,186.68,8.67,21.27,2.3,16.61,16.35,11.81,27.02,23.13,410.26,12.27,6.78,6.76,31.91,4.92,34.85,2.99,1.24,205.63
103,12.86,12.97,12.91,2010.21,2010.16,2010.18,0.65,22.25,0.18,51.01,50.965,9.64,0.06,0.48,2.35,14.92,77.02,36.68,7.82,8.85,1.9,104.97,3.62,8.88,1.05,11.7,10.15,10.02,17.69,17.4,296.91,7.89,5.14,8.12,20.83,3.09,39.53,2.15,0.66,167.7
104,12.97,13.07,13.02,2010.16,2010.12,2010.14,0.73,12.39,19.15,45.03,40.2425,5.55,0,0.25,1.06,10.73,38.66,24.39,8.42,7.55,1.06,52.28,1.25,3.17,0.35,8.11,8.14,4.86,7.68,9.48,116.99,3.63,3.37,5.06,10.43,1.72,44.18,1.77,0.5,148.89
105,13.07,13.18,13.13,2010.12,2010.07,2010.09,0.81,11.09,21.53,39.95,34.5675,6.17,0.88,0.67,1.47,15.56,154.49,44.93,8.64,8.98,4.78,108.59,4.26,10.5,1.22,19.48,15.46,19.61,19.18,15.46,336.65,9.02,5.92,6.08,21,3.2,49.03,2.55,0.68,177.18
106,13.18,13.27,13.23,2010.07,2010.03,2010.05,0.89,9.78,23.92,34.87,28.89,6.78,1.76,1.09,1.89,20.39,90.58,25.71,6.4,5.59,3.76,79.78,3.59,8.67,1.06,13.88,7.95,11.69,16.33,12.3,256.49,7.05,4.65,5.19,14.29,2.68,25.18,1.74,0.55,250.79
107,13.27,13.34,13.3,2010.03,2010,2010.02,0.07,6.23,33.8,18.7,10.25,2.48,13.53,0.58,0.43,2.03,12.83,38.42,5.22,5.07,2.73,53.21,2.01,4.76,0.59,8.77,8.66,6.73,9.99,8.54,148.8,4.03,3.74,5.34,12.73,1.93,39.13,1.93,0.44,335.27
108,13.34,13.43,13.38,2010,2009.97,2009.99,0.33,36.35,39.96,64.55,54.56,6.83,2.1,0.39,0.43,3.32,14.58,51.12,4.03,4.55,0.59,26.65,0.43,0.85,0.11,3.66,9.36,1.77,3.65,4.78,41.12,1,2.83,5.49,11.16,1.19,26.93,2.69,0.59,370.5
109,13.43,13.51,13.47,2009.97,2009.95,2009.96,0.25,26.99,66.64,57.77,41.11,7.82,2.25,0.88,0.41,3.12,15.05,31.82,2.9,2.73,0.18,13.46,0.46,0.66,0.11,2.81,7.7,4.45,1.7,3.39,17.85,0.49,1.2,6.49,6.15,0.6,22.28,2.67,0.21,133.61
110,13.51,13.6,13.56,2009.95,2009.92,2009.93,0.51,17.63,93.32,50.99,27.66,8.82,2.41,1.36,0.39,2.92,13.94,12.51,3.03,3.9,0.6,20.59,0.41,0.99,0.12,3.49,8.59,1.81,2.74,4.2,35.06,0.97,1.4,4.36,7.35,0.81,30.16,1.65,0.46,130.27
111,13.6,13.69,13.65,2009.92,2009.89,2009.91,0.19,23.95,106.38,62.56,35.965,9.69,0.11,1.75,0.45,5.88,26.11,8.9,6.87,6.24,1.55,42.66,0.98,2.22,0.3,6.71,9.42,4.14,6.1,18,90.75,2.62,2.64,3.52,11.27,1.37,41.7,3.85,0.5,151.24
112,13.69,13.76,13.73,2009.89,2009.87,2009.88,0.2,12.42,2.54,24.27,23.635,6.13,0.01,1.53,0.15,5.73,8.58,5.29,4.01,3.98,0.75,21.06,0.68,1.57,0.21,3.67,3.71,0.93,2.69,3.62,36.83,1.23,1.44,1.49,7.31,0.63,46.22,1.36,0.23,44.84
113,13.76,13.85,13.81,2009.87,2009.84,2009.86,0.1,11.65,0.05,39.11,39.0975,6.24,0,0.71,0.17,5.99,12.51,13.52,4.13,4.9,1.05,28.19,0.5,1.13,0.16,4.91,6.77,2.14,3.21,4.4,102.62,1.54,2,1.98,8.52,1.03,50.75,1.46,0.34,71.8
114,13.85,13.93,13.89,2009.84,2009.82,2009.83,0,8.88,0.21,48.76,48.7075,4.42,0,0.16,0.19,3.1,12.86,12.29,6.45,6.9,0.43,15.73,0.37,0.89,0.13,3.73,7.48,3.36,3.65,8.18,37.49,1.19,1.63,2.65,6.99,0.86,41.28,1.51,0.3,225.1
115,13.93,14.02,13.98,2009.82,2009.79,2009.81,0.18,13.55,0.08,26.81,26.79,9.96,0,2.06,0.58,4.07,9.44,11.35,4.22,5.77,1.36,28.17,0.93,2.08,0.26,5.77,5.01,2.61,5.45,8.9,81.75,2.21,2.14,4.96,8.93,1.91,29.19,1.51,0.32,168.36
116,14.02,14.11,14.06,2009.79,2009.77,2009.78,0.29,25.59,2.9,163.59,162.865,5.5,0,1.58,0.65,3.87,12.54,13.42,5.34,5.96,2.31,70.45,1.71,4.01,0.46,10.77,24.29,10.83,8.66,8.37,156.47,3.5,3.24,2.84,16.19,2.61,28.64,1.54,0.39,222.35
117,14.11,14.2,14.15,2009.77,2009.74,2009.75,0.73,19.44,20.6,42.96,37.81,2.1,0.09,0.38,0.14,5.04,6.38,9.18,4.31,6.64,0.47,11.63,0.26,0.48,0.08,2.86,5.38,0.9,1.56,3.25,21.72,0.71,1.28,0.65,5.96,0.5,28.19,1.55,0.3,259.35
118,14.2,14.28,14.24,2009.74,2009.71,2009.73,1.81,5.61,52.94,70.98,57.745,1.27,4.05,0.44,0.19,3.68,12.21,14.55,4.24,5.03,0.39,14.47,0.63,1.5,0.18,2.71,9.34,1.63,2.91,6.06,26.88,0.78,1.16,1.01,8.37,0.67,27.97,1.62,0.49,193.47
119,14.28,14.36,14.32,2009.71,2009.69,2009.7,0.29,7.79,0.07,96.26,96.2425,0.7,0.02,0.07,0.18,3.45,18.41,35.57,5.17,6.68,0.4,17.23,0.58,1.22,0.14,3.6,12.85,2.25,2.91,4.76,33.98,0.89,1.32,0.61,7.24,0.97,27.91,1.8,0.85,104.85
120,14.36,14.45,14.41,2009.69,2009.66,2009.67,1.71,9.94,0.07,148.33,148.3125,3.12,0.05,0.82,0.23,1.83,9.59,21.68,4.67,5.72,0.27,11.17,0.32,0.64,0.08,2.66,21.14,1.16,1.6,5.48,23.53,0.51,1.14,2.21,6.54,1.25,25.2,1.55,0.43,95.28
121,14.45,14.54,14.5,2009.66,2009.63,2009.65,5.24,11.73,0.96,126.09,125.85,2.66,0,0.71,0.32,3.95,8.52,58.3,5.76,5.81,0.34,15.92,0.47,0.93,0.13,3.68,15.15,0.96,1.52,3.35,30.99,0.58,1.27,0.99,5.48,0.76,38.92,2.59,0.49,165.95
122,14.54,14.63,14.58,2009.63,2009.61,2009.62,6.36,13.51,0.08,67.62,67.6,2.21,0.01,0.61,0.23,2.91,7.73,32.23,4.57,4.68,0.23,13.28,0.46,0.83,0.12,2.77,10.03,1.61,1.06,3.3,18.9,0.44,1.16,2.13,4.71,0.64,44.21,3.56,0.33,158.84
123,14.63,14.72,14.67,2009.61,2009.58,2009.59,6.4,4.54,0.06,71.04,71.025,2.19,0,0.19,0.18,2.69,7.05,6.16,4.43,4.03,0.27,43.61,0.14,0.26,0.05,2.67,8.6,0.7,0.87,2.33,8.02,0.45,1.04,1.64,3.83,0.5,34.77,1.32,0.19,195.26
124,14.72,14.81,14.77,2009.58,2009.55,2009.56,3.48,10.54,114.08,139.64,111.12,1.29,0.05,0.44,0.3,5.68,36.27,37.48,18.95,18.37,1.92,76.73,1.85,4.32,0.5,9.17,19.99,4.01,11.72,16.93,263.16,5.29,4.97,1.89,16.76,1.75,34.82,1.75,0.52,132.71
125,14.81,14.89,14.85,2009.55,2009.53,2009.54,5.08,21.49,148.08,133.11,96.09,4.31,0,0.8,0.54,7.01,39.26,35.18,19.76,21.63,2.99,136.62,2.29,5.73,0.67,31.93,18.43,4.24,22.64,15.34,404.88,11.48,8.23,2.12,19.93,4.17,34.85,1.89,0.74,132.26
126,14.89,14.97,14.93,2009.53,2009.5,2009.51,10.86,24.68,42.32,111.6,101.02,6.36,0,1.93,0.25,5.08,9.57,16.52,7.37,7.07,0.85,31.51,0.54,1.27,0.17,9.79,16.13,1.16,6.71,7.14,68.76,3.09,1.79,0.73,7.09,1.22,33.03,1.51,0.23,105.98
127,14.97,15.06,15.01,2009.5,2009.47,2009.49,4.71,12.7,52.64,235.43,222.27,2.15,0.02,0.93,0.12,4.17,10.02,21.6,5.82,6.12,0.4,20.75,2.06,4.73,0.55,4.22,31.87,2.94,5.48,3.87,26.42,0.81,1.16,1.59,5.84,1.1,29.76,1.64,0.43,275.2
128,15.06,15.13,15.1,2009.47,2009.45,2009.46,5.25,16.66,87.85,109.43,87.4675,6.63,12.97,3.07,0.42,7.02,16.74,14.66,5.59,7.03,1.23,37.68,2.33,4.55,0.51,6.09,15.7,4.89,5.76,8.39,78.93,2.15,1.78,8.63,7.63,2.12,24.14,3.04,0.38,260.9
129,15.13,15.21,15.17,2009.45,2009.43,2009.44,2.44,8.1,80.74,64.97,44.785,6.25,6.22,5.52,0.18,12.53,15.87,7.73,12.12,14.12,1.22,53.31,1.82,3.52,0.6,6.98,9.96,2.08,8.13,6.94,104.56,3.8,2.84,23.53,11.54,2.03,18.25,1.75,0.3,238.64
130,15.21,15.29,15.25,2009.43,2009.4,2009.42,1.47,11.71,52.58,24.96,11.815,3.7,38.85,1.24,0.2,4.89,9.25,4.95,2.29,2.99,0.24,11.21,0.36,0.75,0.1,2.6,4.03,0.98,1.64,6.55,25.04,0.75,1.11,0.6,3.7,0.5,14.39,1.37,0.23,170.47
131,15.29,15.37,15.33,2009.4,2009.38,2009.39,4.7,5.68,14.09,27.48,23.9575,1.79,0.03,0.47,0.1,6.83,10.2,8.84,1.56,1.16,0.33,12.94,0.26,0.44,0.07,11.15,4.62,1.7,6.29,19.38,55.79,3.45,1.77,1.59,3.9,0.83,23.99,1.73,0.23,515.02
132,15.37,15.45,15.41,2009.38,2009.36,2009.37,13.69,16.34,17.36,67.62,63.28,6.86,0,0.98,0.49,9.31,20.21,10.43,2.46,1.81,0.48,15.69,0.65,1.6,0.2,3.77,10.67,2.46,4.64,4.3,37.04,1.12,1.43,1.9,4.03,1.04,38.56,1.69,0.23,229.17
133,15.45,15.51,15.48,2009.36,2009.34,2009.35,24.57,4.53,0.11,54.27,54.2425,1.85,0,1.27,0.2,6.74,10.08,4.57,2.92,3.12,0.84,35.99,0.52,1.26,0.19,5.57,7.73,1.28,3.32,4.15,51.58,1.79,2.21,1.11,5.62,1.36,48.87,1.62,0.18,213.77
134,15.51,15.58,15.55,2009.34,2009.31,2009.32,16.05,21,72.92,215.74,197.51,3.43,0.05,3.14,1.36,18.98,120.42,35.13,24.94,24.1,8.11,658.73,9.94,24.4,3.02,59.71,33.29,13.41,55.55,39.26,973.64,25.68,22.84,7.97,62.59,11.74,47.11,2.79,0.56,514.45
135,15.58,15.64,15.61,2009.31,2009.3,2009.31,6.08,38.93,15.53,97.79,93.9075,6.86,0,1.65,0.44,7.85,34.51,13.33,9.99,9.77,2.38,167.12,1.89,4.64,0.57,12.7,9.35,3.57,13.86,11.05,172.62,5.58,5.15,8.01,13.61,3.14,43.21,1.85,0.26,287.51
136,15.64,15.72,15.68,2009.3,2009.27,2009.28,7.69,71.49,70.26,169.34,151.775,16.35,14.08,7.43,1.91,19.85,63.96,39.14,13.16,12.37,2.24,127.92,3.06,6.99,0.83,15.09,21.82,7.16,13.32,15.38,262.53,5.48,5.65,5.06,19.98,3.79,38.23,2.63,0.97,633.06
137,15.72,15.8,15.76,2009.27,2009.25,2009.26,5.03,261.91,134.5,438.19,404.565,4.12,30.64,3.07,2.85,20.38,104.2,133.53,21.69,22.93,2.33,128.13,6.56,17.52,2,12.26,73.11,12.48,17.05,19.7,293.89,6.03,4.74,2.84,25.51,3.82,71.46,4.33,1.56,814.08
138,15.8,15.89,15.85,2009.25,2009.22,2009.23,1.91,1016.21,142.9,688.36,652.635,8.91,61.9,9.61,8.67,35.13,366.25,272.24,86.43,87.72,7.19,595.72,22.48,57.6,6.41,43.02,168.57,28.58,84.49,53.95,2810.88,33.25,92.43,14.44,114.96,13.33,162.17,9.7,7.07,917.42
139,15.89,15.95,15.92,2009.22,2009.2,2009.21,1.32,1260.64,95.73,914.78,890.8475,12.79,44.34,10.61,18.88,79.46,575.24,1716.97,113.07,111.71,9.08,733.53,19.67,49.97,6.04,61.08,264.4,53.06,118.43,77.88,1716.74,46.87,29.54,21.14,154.03,14.59,314.04,33.44,16.42,1939.32
140,15.95,16.03,15.99,2009.2,2009.18,2009.19,2.15,1182.56,23.16,953.12,947.33,10.5,0.08,5,10.77,53.77,388.07,5262.08,164.34,160.34,5.38,342.94,16.57,39.66,5.64,35.57,284.03,43.4,46.68,50.87,829.45,24.73,12.65,16.39,100.4,8.8,462.34,82.06,27.53,3584.35
141,16.03,16.09,16.06,2009.18,2009.16,2009.17,1.14,504.66,20.71,589.31,584.1325,31.88,0,8.51,11.17,148.66,3964.91,3303.48,86.46,88.17,4.94,2832.76,62.45,166.75,20.61,72.16,177.38,395.74,238.71,30.35,3664.36,73.56,29.09,138.32,1036.61,36.51,309.02,55.34,9.54,2017.22
