Top Depth,Bot Depth,Mid Depth,MSA,Chloride,Nitrate,Sulfate,Sodium,Ammonium,Potassium,Magnesium,Calcium,Sr88(LR),Cd111(LR),Cs133(LR),Ba137(LR),La139(LR),Ce140(LR),Pr141(LR),Pb208(LR),Bi209(LR),U238(LR),As75(LR),Li7(LR),Al27(MR),S32(MR),Ca44(MR),Ti47(MR),V51(MR),Cr52(MR),Mn55(MR),Fe56(MR),Co59(MR),Cu63(MR),Zn66(MR),As75(HR),K39(HR),Na23(MR),Mg24(MR),Cu No Volcs
14.08772172,14.18614518,14.13693345,1.71,9.14,42.96,88.96,3.85,13.9,2.14,1.59,7.64,49.931,3.239,2.989,110.534,2.016,4.787,0.497,82.379,1.015,1322.907,18.784,9.687,9.88,42.335,8.077,155.372,9.513,8.097,303.711,3.725,6.315,52.098,196.911,18.81,3.383,4.368,4.99,52.098
14.18614518,14.28706439,14.23660478,0.32,11.17,23.62,62.65,1.55,6.05,1.4,0.63,2.6,8.934,1.318,0.312,37.253,0.184,0.351,0.039,17.369,0.321,244.347,6.852,1.706,4.795,10.682,3.828,73.395,1.128,1.485,25.746,0.897,0.853,29.294,292.033,6.684,3.035,0.524,6.361,29.294
14.28706439,14.382,14.3345322,0.09,12.97,76.77,81.4,8.9,17.05,4.98,1.2,8.69,26.254,3.262,0.843,26.649,0.664,1.385,0.162,34.732,0.989,192.532,7.535,9.034,5.538,18.665,4.338,76.651,4.767,9.948,65.414,2.035,1.992,28.653,244.715,7.621,2.976,4.144,5.445,28.653
14.382,14.4920052,14.4370026,0.43,10.27,39.82,89.15,5.8,11.77,7.53,2.84,4.3,13.152,1.414,1.449,17.749,0.824,1.602,0.202,15.224,0.782,459.223,4.354,5.918,5.19,24.044,4.424,69.521,5.332,4.198,29.753,1.418,1.504,28.011,348.663,4.433,1.708,4.037,7.225,28.011
14.4920052,14.58734305,14.53967412,2.86,5.93,28.15,144.23,1.54,10.96,0.96,0.61,2.94,12.195,1.244,0.916,17.277,0.503,1.014,0.125,8.27,0.575,338.553,10.355,4.987,5.253,40.303,1.314,87.958,4.006,3.118,41.299,1.063,1.51,27.91,292.519,10.163,26.232,1.612,17.868,27.91
14.58734305,14.68563576,14.6364894,5.04,10.24,18.25,80.3,2.52,7.34,1.38,0.85,4.26,7.997,1.437,0.383,16.804,0.182,0.425,0.048,5.674,0.151,217.883,3.717,4.056,5.317,21.022,2.196,106.395,2.679,2.038,52.846,0.708,1.517,24.838,405.293,3.329,2.246,2.357,8.229,24.838
14.68563576,14.77526305,14.7304494,4.96,3.34,14.13,54.85,1.98,6.26,0.62,0.42,1.54,4.513,0.85,0.405,15.447,0.126,0.245,0.024,3.138,0.244,185,2.925,1.66,4.539,15.813,1.383,50.074,1.388,2.805,17.115,0.496,0.694,48.925,119.443,2.454,1.045,3.856,5.62,48.925
14.77526305,14.87387512,14.82456908,3.17,7.81,83.89,81.93,1.68,11.75,1.2,0.77,4.32,39.078,1.387,2.483,106.68,6.009,11.051,1.131,26.391,0.459,1357.205,5.896,10.548,13.276,28.835,4.793,614.292,14.714,12.194,286.38,5.47,5.65,34.759,67.571,6.371,2.89,2.957,6.47,34.759
14.87387512,14.95825914,14.91606713,2.11,22.37,210.94,178.09,4.61,19.03,2.38,1.28,10.22,81.659,2.601,5.358,202.336,3.354,7.219,0.812,61.645,1.016,3315.6,6.228,25.668,22.135,46.498,11.73,593.852,23.435,16.458,592.792,9.373,22.182,34.809,432.537,5.413,7.288,9.86,12.103,34.809
14.95825914,15.0860333,15.02214622,8.35,14.9,59.91,261.61,2.73,11.61,2.22,0.71,3.98,10.397,1.276,0.934,25.742,1.483,3.126,0.384,28.487,0.216,1091.15,8.076,3.767,6.509,65.068,1.893,100.935,1.87,3.653,37.705,1.75,1.608,34.86,177.909,9.413,1.102,2.489,5.151,34.86
15.0860333,15.18672124,15.13637727,4.59,12.86,110.06,107.21,4.24,23.67,4.72,0.61,3.31,16.246,1.68,8.678,51.482,3.19,6.852,0.835,17.196,0.312,846.708,9.531,9.231,9.446,29.512,2.185,170.108,11.311,8.825,61.692,10.871,2.991,30.083,241.608,8.372,5.978,8.114,8.847,30.083
15.18672124,15.27145785,15.22908954,1.13,10.14,65.52,87.17,3.9,21.05,6.56,0.79,4.18,13.237,1.295,1.284,34.751,1.335,2.796,0.38,9.568,0.22,566.152,8.005,4.898,8.325,22.397,1.762,173.886,5.369,8.634,83.541,2.707,2.631,21.333,169.278,7.976,44.707,156.659,9.986,21.333
15.27145785,15.3588267,15.31514227,0.57,6.81,45.45,24.44,1.74,9.31,1.61,0.58,2.34,10.229,0.91,0.412,18.021,0.352,0.789,0.091,1.94,0.128,285.596,3.446,0.565,5.434,5.668,1.34,93.402,3.325,1.097,114.925,2.149,1.906,12.583,96.948,3.371,10.39,2.95,6.22,12.583
15.3588267,15.45622951,15.4075281,3.24,5.98,50.82,34.23,1.03,11.5,1.15,0.5,2.03,18.984,1.148,1.689,20.002,1.064,2.854,0.343,7.771,0.446,899.389,4.135,4.894,6.571,16.793,3.089,136.948,8.371,3.518,67.376,1.982,1.864,24.417,119.735,4.392,1.756,2.694,6.397,24.417
15.45622951,15.54987978,15.50305464,13.82,13.62,101.04,56.46,8.41,12.74,10,0.92,5.36,17.419,1.13,0.912,43.405,0.208,0.411,0.043,9.32,0.333,623.739,3.234,2.284,9.681,13.486,2.18,29.156,1.841,3.905,17.093,0.788,0.901,49.273,215.035,3.692,4.453,9.956,8.841,49.273
15.54987978,15.66637158,15.60812568,20.79,4.15,15.07,50.42,4.3,9.6,2.14,0.52,1.97,136.483,2.193,9.4,576.646,8.415,18.532,2.312,32.839,0.654,2777.783,32.237,56.915,47.873,42.338,15.884,2008.694,50.117,37.184,615.855,22.017,15.279,46.715,314.431,30.457,16.219,14.237,12.869,46.715
15.66637158,15.7848279,15.72559974,5.03,261.91,134.5,438.19,4.12,30.64,3.07,2.85,20.38,28.28,1.386,2.7,62.201,2.14,4.634,0.536,18.526,0.385,1176.953,9.434,8.661,10.414,21.929,4.151,301.101,9.179,6.191,214.956,3.496,6.132,35.016,729.119,9.851,1.829,2.563,8.194,35.016
15.7848279,15.90676119,15.84579455,1.91,1016.21,142.9,688.36,8.91,61.9,9.61,8.67,35.13,201.613,6.134,7.795,419.872,17.115,39.402,4.579,180.043,3.623,5578.454,44.319,36.719,39.961,153.197,28.452,1292.999,47.36,43.545,671.22,17.681,14.602,172.977,816.9,41.292,17.918,15.804,17.397,34.784
15.90676119,15.99584156,15.95130138,0.89,1641.1,85.46,1374.83,27.12,70.55,30.69,18.37,59.6,741.668,23.844,18.099,1133.738,54.316,122.224,14.569,579.923,18.071,24827.886,240.24,96.349,137.777,548.311,95.318,2930.611,169.006,86,2218.951,56.837,46.581,464.65,2238.992,245.503,56.579,61.061,37.663,34.835
15.99584156,16.07970551,16.03777354,1.28,1544.44,37.59,1947.25,9.6,20.31,5.35,16.29,66.08,617.177,26.946,13.492,661.469,27.137,64.177,7.617,658.451,28.827,11830.448,237.672,78.699,93.455,432.461,100.866,1835.962,106.497,56.577,1272.063,36.824,26.793,249.52,1616.139,246.443,20.082,25.933,30.322,34.797
16.07970551,16.18991717,16.13481134,0.39,1503.73,22.44,1659.87,8.47,14.02,3.16,5.87,27.07,8106.216,10.652,15.82,7520.389,129.729,306.863,38.961,357.239,17.558,6194.236,149.855,208.923,1227.808,321.536,772.554,19427.468,524.68,37.199,6973.723,172.529,75.831,814.835,780.429,150.552,127.924,402.085,90.384,34.822
16.18991717,16.31364179,16.25177948,0.09,55.17,24.3,307.7,36.04,0,6.1,6.9,106.54,8071.289,6.991,15.956,7577.718,132.311,315.616,40.702,171.946,4.826,5466.493,81.083,199.008,1229.185,197.697,787.932,18877.517,542.94,23.957,7547.811,163.561,71.847,614.995,508.471,80.9,135.521,414.301,93.94,34.803
16.31364179,16.36820718,16.34092448,0.09,22.45,97.54,164.66,15.49,19.27,6.88,7.61,41.88,476.72,7.376,11.577,362.387,10.786,25.398,3.057,124.418,2.037,1635.501,29.687,45.071,64.665,50.346,64.07,1109.536,57.995,53.68,764.139,22.294,15.736,166.767,1143.746,29.041,18.638,41.175,22.611,34.803
16.36820718,16.43075427,16.39948072,0.27,9.33,34.8,22.29,4.5,25.48,1.88,0.88,6.31,32.203,1.551,1.073,29.812,0.682,1.539,0.184,9.058,0.292,308.521,5.423,2.534,7.295,4.079,6.081,102.623,4.901,6.563,66.606,2.003,2.309,58.719,249.95,4.83,1.989,4.533,8.181,34.8
16.43075427,16.52743117,16.47909272,0.09,13.53,39.59,59.65,7.52,14.43,3.95,1.1,4.4,146.839,2.638,3.074,206.108,6.264,15.328,2.197,10.592,0.451,766.736,9.872,17.595,29.971,20.45,17.577,577.809,13.659,7.867,191.251,6.186,4.144,46.129,339.649,9.372,9.26,14.762,7.965,46.129
16.52743117,16.61225839,16.56984478,0.31,32.27,27.22,80.83,4.55,18.57,1.12,0.81,2.24,119.386,2.047,0.878,58.787,1.22,2.782,0.356,8.614,0.614,284.091,8.585,2.562,22.047,23.738,10.808,172.662,7.806,7.132,64.401,2.533,1.584,25.865,48.379,9.309,1.299,7.77,6.556,25.865
16.61225839,16.68550205,16.64888022,1.29,8.02,31.7,100.78,3.94,20.57,1.06,0.77,2.61,41.547,2.276,0.822,45.81,1.05,2.185,0.268,21.284,0.351,210.499,7.072,2.116,12.781,27.641,4.809,301.097,4.99,2.853,67.402,2.046,2.022,31.064,146.781,6.976,1.202,4.695,9.249,31.064
16.68550205,16.75162782,16.71856494,1.53,8.07,17.89,65.51,4.85,14.65,1.18,0.65,1.87,13.748,3.899,0.365,180.392,0.441,0.881,0.114,17.096,7.311,95.563,4.29,1.522,5.797,21.971,2.122,228.409,2.694,77.215,50.632,1.854,6.272,38.527,127.103,4.267,0.836,5.851,7.47,38.527
16.75162782,16.83628219,16.793955,0.36,11.14,27.93,65.57,5.36,15.42,1.43,0.74,2.63,11.618,1.478,1.135,50.503,0.461,1.006,0.129,19.534,0.406,1309.676,6.627,4.063,7.518,15.791,1.875,127.581,1.996,7.187,33.862,1.423,1.376,45.99,213.198,6.225,1.269,4.381,9.295,45.99
16.83628219,16.89225659,16.86426939,0.7,2.45,17.04,20.36,1.65,9.35,0.95,0.36,2.24,9.611,1.107,0.959,24.225,0.654,1.535,0.185,6.621,0.332,1421.037,5.159,3.313,6.839,7.456,3.156,76.028,1.372,2.877,27.344,1.068,1.279,33.11,187.984,4.892,1.883,4.753,9.322,33.11
16.89225659,16.96397676,16.92811668,1.05,6.7,26.32,133.67,4.1,12.66,2.01,0.97,4.99,74.944,2.844,1.645,74.426,2.972,6.038,0.708,24.118,0.865,14098.008,11.681,8.863,20.646,47.138,8.596,391.435,9.157,24.407,116.159,4.367,3.32,51.475,387.84,11.934,2.664,10.638,10.769,51.475
16.96397676,17.02887912,16.99642794,2.26,6.06,26.14,75.36,3.69,13.03,1.54,0.59,3.29,22.523,1.542,0.451,21.328,0.66,1.426,0.182,14.13,0.462,630.464,5.539,3.586,8.164,19.911,3.072,87.86,3.682,6.302,46.579,1.822,1.175,18.816,111.691,6.08,0.592,3.389,8.491,18.816
17.02887912,17.09470301,17.06179107,1.64,8.32,21.97,219.84,3.86,15.14,2.49,0.99,5.04,28.73,3.042,1.301,51.917,1.668,4.037,0.488,32.877,0.716,1722.991,14.379,5.741,8.088,66.474,4.682,189.495,5.265,3.059,246.595,2.33,2.717,40.04,79.884,14.414,2.526,3.156,6.004,40.04
17.09470301,17.16207633,17.12838967,2.7,5.73,22.62,72.58,3.44,10.91,6.58,0.62,4.59,13.657,1.492,0.248,10.106,0.234,0.487,0.06,5.092,0.289,316.928,4.18,2.877,7.373,15.986,1.648,83.098,0.868,3.786,19.568,0.672,0.932,13.058,209.989,3.371,0.324,1.649,10.162,13.058
17.16207633,17.25314849,17.20761241,1.51,4.72,17.07,25.81,2.23,9.63,7.67,1.25,4.54,16.741,5.991,0.507,20.16,1.118,2.085,0.357,20.729,0.551,3158.52,12.602,38.385,5.319,10.587,3.541,60.708,3.705,14.314,129.127,2.409,3.399,90.424,185.472,12.122,20.111,19.146,5.492,90.424
17.25314849,17.33791107,17.29552978,1.97,7.46,28.91,54.78,2.54,9.1,13.11,1.22,6.48,25.626,4.324,0.29,18.996,0.642,1.475,0.187,7.047,0.214,184.029,3.292,7.233,7.897,15.414,4.822,153.356,6.585,5.376,53.914,1.128,1.492,50.035,121.622,2.942,11.29,9.348,8.857,50.035
17.33791107,17.4191401,17.37852558,2.58,4.76,32.1,53.5,2.78,10.7,1.84,0.79,2.74,9.935,2.656,0.328,19.901,0.246,0.554,0.052,5.319,0.283,543.072,2.931,5.85,6.161,12.387,1.646,61.988,1.565,5.352,22.875,0.855,1.2,33.466,187.355,2.392,1.385,3.312,8.567,33.466
17.4191401,17.51003577,17.46458794,3.41,3.38,20.08,42.36,0.77,10.24,0.92,0.55,1.45,9.908,1.492,0.391,28.517,0.31,0.55,0.058,6.638,0.152,287.542,3.717,3.712,7.522,13.431,1.438,136.912,1.291,4.332,19.113,0.674,0.877,58.247,259.253,3.767,0.792,1.164,8.618,58.247
17.51003577,17.60172574,17.55588076,2.95,6.61,46.16,93.65,1.22,14.81,1.24,0.99,2.79,115.876,1.629,1.094,89.93,1.917,4.384,0.53,23.696,0.218,946.472,8.971,7.145,25.472,44.197,17.161,592.04,33.621,7.456,327.332,8.002,7.07,399.979,163.361,8.435,1.804,6.987,11.396,41.132
17.60172574,17.69526908,17.64849741,2.68,10.06,49.46,89.2,2.19,14.17,1.71,2.09,5,18.362,1.281,1.245,30.041,0.646,1.542,0.195,38.346,2.466,1038.36,7.509,9.695,10.096,15.258,2.708,259.073,10.458,9.157,79.395,2.784,2.376,105.387,164.721,7.767,1.35,4.931,9.535,53.522
17.69526908,17.77746198,17.73636553,4.04,6.49,78.18,42.23,1.7,12.19,1.49,0.64,3.71,10.905,1.217,0.422,15.657,0.564,1.299,0.167,20.719,0.161,518.535,4.895,3.71,6.947,19.102,1.93,47.845,5.116,1.571,41.727,1.028,1.115,48.797,195.656,5.184,0.706,3.061,8.684,48.797
17.77746198,17.86135984,17.81941091,1.32,40.83,276.76,698.35,10.33,46.97,7.89,8.83,33.2,543.261,5.688,6.179,519.207,23.612,57.082,7.417,243.397,1.962,3113.463,14.322,45.687,98.614,229.648,83.519,684.273,302.511,52.098,1862.581,50.731,39.431,353.025,856.478,16.466,24.684,45.021,34.166,65.452
17.86135984,17.94576809,17.90356397,0.99,61.52,583.11,257.87,14.43,101.27,10.89,7.97,43.19,318.374,5.097,4.573,380.737,9.993,21.388,2.719,84.673,1.234,1623.029,23.749,33.35,32.159,62.532,44.789,1320.701,59.785,39.335,1036.489,19.578,19.481,106.046,1489.29,27.749,14.93,19.214,21.911,63.089
17.94576809,18.05318122,17.99947466,0.96,4.52,37.75,53.42,2.2,16.18,3.04,1.38,6.05,58.714,1.446,1.825,100.094,2.765,6.268,0.824,24.654,0.613,2427.327,11.314,10.798,16.004,19.982,8.08,747.657,21.727,13.618,210.488,6.365,4.668,77.382,221.835,10.788,5.238,5.332,10.368,77.382
18.05318122,18.1528134,18.10299731,1.51,6.82,70.09,100.42,1.81,23.59,3.71,1.83,8.2,98.839,2.193,3.36,156.732,7.713,15.902,1.933,36.916,0.875,1458.667,16.35,24.078,25.614,31.086,15.742,757.091,33.421,22.77,396.33,13.214,9.546,106.57,184.116,17.018,8.663,9.213,10.605,56.021
18.1528134,18.25667087,18.20474213,1.5,13.66,77.97,126.26,9.92,24.98,7.96,5.22,27.09,220.315,4.354,6.147,244.126,10.494,23.48,2.843,28.292,2.139,1003.611,28.277,35.859,36.361,41.055,34.981,1369.355,53.759,45.871,682.088,21.978,17.407,81.509,634.461,33.374,10.272,10.507,19.99,63.167
18.25667087,18.35528936,18.30598011,0.61,18.97,112.23,136.62,7.18,27.59,4.37,6.89,38.5,258.063,5.353,6.645,247.082,12.597,26.268,3.326,29.956,2.258,1887.755,28.901,32.023,32.726,40.017,43.223,841.263,43.407,33.798,660.557,18.333,12.034,48.953,552.022,29.728,9.839,10.59,20.003,48.953
18.35528936,18.45538273,18.40533605,0.42,13.41,44.5,47.16,6.31,9.35,1.95,1.87,7.1,91.371,2.922,2.064,96.886,4.943,11.621,1.396,31.931,0.716,578.99,10.136,10.254,23.945,22.957,9.691,300.92,49.612,12.162,195.727,11.081,5.87,38.291,141.835,10.247,2.992,11.129,11.656,38.291
18.45538273,18.5577991,18.50659092,0.18,13.76,57.35,55.81,6.55,11.76,1.83,1.94,7.62,37.159,1.524,2.048,92.743,1.522,3.301,0.415,22.996,0.315,287.264,7.683,8.284,10.635,9.49,6.457,288.288,14.409,9.18,179.414,4.502,4.516,39.463,204.087,6.705,4.802,14.654,9.681,39.463
18.5577991,18.65093735,18.60436823,0.06,15.59,65.03,37.32,9.62,9.76,1.3,2.52,15,75.292,1.749,8.06,95.207,3.308,7.218,0.862,26.38,0.641,2222.696,13.498,23.01,20.903,12.988,13.08,325.716,16.259,13.523,280.159,7.18,5.534,41.627,408.099,12.997,3.968,16.191,13.595,41.627
18.65093735,18.7409277,18.69593253,0.14,23.22,63.84,80.32,20.06,6.81,2.02,4.9,36.06,235.5,2.789,15.52,215.05,8.488,26.95,2.519,55.718,1.265,2050.924,32.733,56.225,33.382,28.09,43.3,860.914,42.092,33.671,671.899,18.306,11.602,45.767,305.707,33.854,10.173,27.945,17.144,45.767
18.7409277,18.8316695,18.7862986,0.53,27.44,57.78,78.58,23.58,12.49,3.19,4.7,36.7,181.945,2.253,14.684,153.038,5.304,14.109,1.568,38.932,0.955,1290.451,26.055,42.328,25.361,21.053,34.429,705.533,37.44,22.857,470.678,13.827,8.894,27.195,251.504,28.895,7.251,22.01,13.776,27.195
18.8316695,18.91851073,18.87509011,0.5,15.64,31.95,19.95,10.72,10.94,1.67,1.9,6.54,34.265,1.313,0.907,25.19,0.484,1.078,0.123,11.25,0.259,560.072,4.979,3.842,7.713,6.183,7.013,63.669,2.976,4.213,80.572,1.31,1.419,12.05,135.538,3.579,0.588,10.306,8.982,12.05
18.91851073,19.01071439,18.96461256,0.51,11.65,34.79,34.17,6.48,13.22,1.32,1.28,4.81,57.998,1.886,1.799,37.334,1.595,3.373,0.427,31.724,0.678,561.321,10.786,6.663,8.298,15.123,6.535,131.384,8.555,10.185,92.579,2.548,2.382,39.114,138.35,9.059,1.337,3.49,9.187,39.114
19.01071439,19.11233569,19.06152504,0.51,7.65,37.64,48.4,2.24,15.49,0.97,0.65,3.08,25.628,1.682,2.158,70.774,1.098,2.408,0.296,34.107,0.555,746.091,15.313,12.458,10.705,15.104,5.36,597.49,15.509,9.695,143.037,4.92,4.247,88.052,165.404,16.185,1.862,3.087,9.102,88.052
19.11233569,19.20449748,19.15841658,0.62,7.08,35.84,32.96,3.89,12.94,1.31,1.06,5.33,115.774,1.478,3.341,134.824,3.467,8.214,0.896,22.295,0.433,1437.616,21.18,18.928,23.577,9.713,11.565,359.791,18.562,9.418,376.896,6.503,14.699,31.073,115.662,21.081,2.988,6.924,8.148,31.073
19.20449748,19.30442938,19.25446343,1.15,4.82,21.87,35.13,2.45,10.23,1.14,0.65,3.79,106.541,1.377,1.009,49.913,1.228,2.601,0.334,23.607,0.404,863.419,8.842,18.209,21.101,9.193,10.046,219.503,10.145,25.206,117.065,4.934,2.845,22.07,152.89,7.33,1.598,3.917,8.01,22.07
19.30442938,19.39554994,19.34998966,1.82,7.19,41.67,31.81,4.78,8.49,4.77,1.26,7.31,35.706,1.817,0.908,54.827,1,2.378,0.286,23.609,0.41,320.836,8.424,7.384,7.652,10.288,7.356,155.485,7.5,5.621,97.952,2.619,2.772,35.547,322.488,9.205,1.979,2.694,7.295,35.547
19.39554994,19.49075377,19.44315185,0.22,3.82,22.07,49.97,1.91,6.68,0.87,0.54,2.07,35.509,1.776,1.71,54.831,1.225,2.666,0.35,28.999,0.774,4954.98,8.269,8.137,9.161,19.821,6.401,209.184,7.85,6.871,99.553,2.61,2.808,55.962,372.037,6.496,10.219,38.768,9.025,55.962
19.49075377,19.57833638,19.53454507,0.63,4.62,47.56,93.59,1.86,11.74,1.46,0.87,4.1,13.282,1.313,0.887,23.48,0.459,0.981,0.133,26.715,0.447,414.755,5.429,4.709,6.375,14.07,2.51,109.363,4.232,3.826,51.975,1.426,2.199,76.377,348.909,5.1,1.44,2.815,7.581,76.377
19.57833638,19.66974097,19.62403867,2.94,8.79,59.11,80.92,2.59,10.28,1.77,0.83,3.5,28.211,2.482,1.268,37.217,1.27,3.398,0.395,52.616,0.759,534.291,10.02,6.805,8.496,29.814,7.591,154.377,8.117,5.44,99.715,2.666,2.479,52.336,325.781,9.684,2.868,6.826,8.67,52.336
19.66974097,19.78637796,19.72805946,5.91,6.08,44.14,51.18,3.33,8.81,2.07,0.8,2.9,45.078,1.689,1.751,97.535,1.448,3.157,0.389,39.195,0.687,2609.305,11.36,15.043,13.42,24.188,7.322,511.135,12.641,6.657,126.814,4.821,2.699,23.656,121.767,10.934,3.131,3.441,8.996,23.656
19.78637796,19.8847677,19.83557283,7.09,3.69,43.33,19.98,3.54,5.68,2.51,0.67,2.01,31.513,1.015,0.369,27.962,0.452,0.97,0.091,22.609,0.252,351.626,4.187,3.902,10.212,11.561,3.471,48.512,1.744,4.142,27.161,0.995,1.151,29.725,148.631,4.954,0.597,2.443,9.696,29.725
19.8847677,19.96604357,19.92540564,3.18,6.51,46.72,38.69,2.34,8.02,1.49,0.61,1.71,10.009,1.038,1.271,47.852,0.456,0.869,0.129,52.055,0.302,674.607,6.363,6.082,8.499,6.788,1.896,151.411,4.641,4.143,34.168,1.458,1.267,42.049,281.854,6.142,0.606,2.074,9.124,42.049
19.96604357,20.07000956,20.01802657,2.27,2.4,23.63,34.18,0.88,7.85,1.02,0.48,1.51,35.162,1.148,2.717,215.731,0.928,1.86,0.227,35.257,0.485,3229.237,6.64,13.023,24.071,16.702,3.448,306.198,5.867,8.959,72.002,3.078,2.022,46.165,241.029,5.559,13.726,5.653,13.129,46.165
20.07000956,20.18556125,20.1277854,1.83,10.37,115.29,95.96,2.33,20.63,2.76,2.69,11.28,111.626,2.092,1.535,116.907,1.385,2.886,0.329,36.902,0.572,817.159,8.308,24.588,24.648,13.216,19.462,275.078,9.529,7.647,105.876,4.546,3.491,64.521,245.007,8.267,13.146,42.496,11.288,64.521
20.18556125,20.28042699,20.23299412,1.03,4.5,35.9,39.64,0.84,7.8,0.87,0.52,2.18,145.205,2.019,5.973,402.517,5.879,12.934,1.665,79.676,0.658,1654.376,19.537,46.726,38.637,30.573,17.126,213.496,82.886,55.659,933.836,24.824,33.746,82.876,248.984,21.915,9.839,7.129,18.404,82.876
20.28042699,20.38206889,20.33124794,0.37,6.7,57.43,20.11,6.57,8.86,4.02,0.93,3.98,16.785,0.965,0.406,23.214,0.33,0.815,0.097,16.904,0.161,201.017,3.414,3.034,7.032,6.497,1.972,151.914,3.563,0.559,34.509,1.129,1.535,19.283,120.703,3.704,0.152,1.662,7.017,19.283
20.38206889,20.48404431,20.4330566,0.32,48.72,234.6,152.11,1.06,23.5,1.99,0.87,3.15,7.635,1.043,0.382,14.814,0.502,1.33,0.158,11.656,0.387,291.878,4.373,4.057,5.626,5.075,1.151,362.911,1.484,4.356,26.637,0.965,1.273,23.484,240.739,4.225,1.158,2.601,6.797,23.484
20.48404431,20.58851011,20.53627721,1.04,35.14,219.8,130.77,1.23,22.11,1.81,1.08,5.52,27.602,2.702,1.156,46.03,2.259,5.125,0.641,96.066,1.486,1131.002,24.103,4.971,9.148,47.187,3.972,149.064,5.533,6.151,96.44,2.232,2.113,63.818,240.545,23.79,2.173,1.441,9.047,63.818
20.58851011,20.68641904,20.63746458,1.75,21.55,205,109.44,1.4,20.71,1.64,1.29,7.88,89.958,1.772,5.239,321.052,5.772,12.645,1.609,57.995,1.103,1909.907,26.164,29.427,32.784,26.887,11.889,1191.728,29.609,16.347,454.381,12.487,11.126,78.501,170.829,29.103,9.801,10.594,7.051,78.501
20.68641904,20.79142697,20.738923,1.76,12.37,166.08,116.02,1.44,32.03,4.23,1.22,5.83,53.76,3.422,2.043,140.479,2.665,6.35,0.876,53.92,0.538,1753.776,21.212,13.279,15.86,35.095,6.961,404.512,20.397,10.621,227.306,7.844,5.077,48.146,972.885,20.769,7.915,3.845,7.096,48.146
20.79142697,20.88241573,20.83692135,1.91,8.35,76.32,113.46,2.99,44.96,9.31,1.02,3.4,715.182,11.354,5.605,1405.169,17.142,45.841,6.091,207.806,3.316,6038.112,28.502,20.547,34.999,106.861,97.294,942.368,38.837,22.287,3425.598,16.592,12.656,56.656,721.768,29.728,56.257,19.941,19.715,56.656
20.88241573,20.9752914,20.92885356,1.6,37.35,271.64,262.08,10.4,151.25,34.45,6.95,64.38,248.457,4.234,5.568,550.082,7.105,17.058,2.202,52.071,1.134,1814.835,42.445,37.683,35.367,50.42,37.64,1052.955,54.62,53.934,1246.62,22.259,22.439,65.165,470.65,45.253,12.017,10.636,17.008,65.165
20.9752914,21.07346853,21.02437997,2.06,15.15,75.31,132.98,2.13,15.02,3.07,2.97,14.12,103.075,2.597,3.005,157.317,4.646,10.418,1.2,38.547,1.266,517.017,18.913,14.147,20.157,38.267,15.289,544.426,25.226,18.363,330.422,8.754,12.851,60.994,254.802,19.519,4.513,3.588,14.819,60.994
21.07346853,21.17167078,21.12256966,1.3,15.16,104.03,190.6,4.72,29.39,4.6,4.46,22.44,169.041,4.633,3.822,219.545,5.683,13.167,1.542,84.424,2.268,863.811,26.286,20.622,23.756,57.767,31.215,792.124,36.652,23.324,514.295,11.901,9.833,80.777,518.948,27.207,8.999,13.423,16.245,80.777
21.17167078,21.27946629,21.22556854,2.26,10.47,40.69,84.13,2.64,13.88,2.28,1.29,7.22,66.885,2.629,1.945,117.271,2.729,6.758,0.762,33.292,1.029,540.143,12.009,11.503,15.953,24.789,9.332,767.951,20.753,23.727,201.965,6.392,4.649,38.711,118.284,12.726,3.455,3.359,7.155,38.711
21.27946629,21.37277402,21.32612015,1.17,32.24,105.67,107.2,13.05,19.1,6.35,2.87,13.99,118.421,4.67,4.309,174.68,5.737,12.018,1.228,82.195,2.697,876.976,28.779,21.168,22.253,37.342,20.913,671.884,35.763,25.001,432.522,12.622,9.766,73.888,481.127,30.333,7.729,9.33,14.254,73.888
21.37277402,21.46918203,21.42097802,0.99,11.22,47.2,124.64,8.63,17.22,4.49,7.5,42.08,398.738,5.133,10.272,409.334,20.659,44.177,5.04,106.556,2.462,3142.219,33.403,51.611,53.364,31.803,50.363,1334.148,63.487,50.5,853.714,27.579,17.553,53.253,439.521,34.312,14.688,15.636,30.631,53.253
21.46918203,21.54928922,21.50923563,0.23,6.61,28.97,78.95,3.68,7.03,1.72,3.7,18.53,251.399,3.225,4.598,164.195,3.395,7.449,0.859,43.603,0.885,1169.599,18.623,18.384,34.527,29.544,27.436,504.935,25.6,17.881,438.126,9.829,9.339,60.672,309.772,19.206,4.538,10.757,13.352,60.672
21.54928922,21.62993739,21.58961331,0.35,19.36,37.58,105.55,15.25,7.69,4.97,2.08,8.96,66.546,4.707,2.535,87.479,1.652,3.593,0.446,50.724,0.665,1556.659,14.367,11.156,14.755,34.724,14.49,451.646,25.308,17.375,324.833,6.907,10.394,106.754,643.275,12.643,4.024,14.446,12.853,106.754
21.62993739,21.72445406,21.67719573,0.55,18.17,56.83,83.55,18.49,7.9,7.12,2.42,12.5,143.881,5.094,7.912,217.213,6.182,14.394,1.814,114.409,1.001,13096.042,37.35,30.759,30.671,26.561,29.104,768.298,31.028,81.148,1445.903,12.991,24.28,90.917,508.771,37.437,17.594,37.953,14.078,90.917
